review_id,platform,reviewer_id,reviewer_name,product_id,product_name,review_text,rating,category,timestamp
KONGA_3576858_129,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-11-27 20:18:39
KONGA_3576858_130,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-09-18 12:18:30
KONGA_3576858_131,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,3,Fashion,2024-09-03 12:44:24
KONGA_3576858_132,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-11-27 20:20:01
KONGA_3576858_133,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:40:33
KONGA_3576858_134,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:38:19
KONGA_3576858_135,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2024-08-02 21:08:23
KONGA_3576858_136,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-09-18 12:15:30
KONGA_3576858_137,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2025-01-14 06:37:33
KONGA_3576858_138,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice ,3,Fashion,2024-11-02 15:07:26
KONGA_3576858_139,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2024-08-02 21:06:48
KONGA_3576858_140,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,thanks,5,Fashion,2024-09-03 12:42:39
KONGA_3576858_141,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2025-01-14 06:38:31
KONGA_3576858_142,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2024-03-18 04:25:34
KONGA_3576858_143,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-09-18 12:17:34
KONGA_3576858_144,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:20:23
KONGA_3576858_145,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-09-18 12:14:58
KONGA_3576858_146,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2024-08-02 21:07:48
KONGA_3576858_147,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:27:45
KONGA_3576858_148,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2024-04-29 10:12:06
KONGA_3576858_149,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-09-18 12:17:09
KONGA_3576858_150,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2023-04-20 13:22:15
KONGA_3576858_151,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:42:52
KONGA_3576858_152,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2024-03-18 04:26:04
KONGA_3576858_153,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2024-11-02 15:08:08
KONGA_3576858_154,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2022-11-27 20:16:36
KONGA_3576858_155,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2024-08-02 21:07:30
KONGA_3576858_156,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2023-04-20 12:55:03
KONGA_3576858_157,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:31:34
KONGA_3576858_158,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:04:41
KONGA_3576858_159,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:36:40
KONGA_3576858_160,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:51:43
KONGA_3576858_161,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2023-04-20 13:39:41
KONGA_3576858_162,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:36:59
KONGA_3576858_163,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2023-04-20 13:34:01
KONGA_3576858_164,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-09-18 12:14:19
KONGA_3576858_165,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-09-18 12:10:36
KONGA_3576858_166,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:31:19
KONGA_3576858_167,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:37:17
KONGA_3576858_168,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2024-11-02 15:11:09
KONGA_3576858_169,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 10:54:57
KONGA_3576858_170,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:06:12
KONGA_3576858_171,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:40:11
KONGA_3576858_172,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:26:52
KONGA_3576858_173,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:32:40
KONGA_3576858_174,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-09-18 12:18:03
KONGA_3576858_175,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2024-04-29 10:12:29
KONGA_3576858_176,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:49:15
KONGA_3576858_177,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2024-03-18 04:25:16
KONGA_3576858_178,Konga,1377113,victor,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Awesome ,5,Fashion,2026-06-29 11:48:44
KONGA_3576858_179,Konga,1382377,FRANKA,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2024-12-20 13:05:29
KONGA_3576858_180,Konga,1384162,Sheriff,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,4,Fashion,2017-09-15 11:08:02
KONGA_3576858_181,Konga,1399982,Oluwaseun,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2017-09-17 18:10:48
KONGA_3576858_182,Konga,1417263,CHINWE,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good size,5,Fashion,2022-11-17 03:46:43
KONGA_3576858_183,Konga,1430338,Segun,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,4,Fashion,2022-04-08 11:48:18
KONGA_3576858_184,Konga,1453073,OLALEKAN,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,3,Fashion,2024-10-11 02:26:20
KONGA_3576858_185,Konga,1458799,Stella,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,awesome product,5,Fashion,2022-07-30 22:47:09
KONGA_3576858_186,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2022-11-24 22:28:06
KONGA_3576858_187,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Fast delivery ,4,Fashion,2024-09-02 17:59:00
KONGA_3576858_188,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2026-01-25 17:16:07
KONGA_3576858_189,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2025-10-04 19:25:20
KONGA_3576858_190,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Timely delivery ,4,Fashion,2024-06-25 04:22:22
KONGA_3576858_191,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,The delivery guy was good ,5,Fashion,2024-03-26 05:06:24
KONGA_3576858_192,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok ,4,Fashion,2024-06-25 04:22:55
KONGA_3576858_193,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Durable product ,5,Fashion,2022-11-24 22:29:47
KONGA_3576858_194,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice ,4,Fashion,2024-06-25 04:22:40
KONGA_3576858_195,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,3,Fashion,2023-07-23 16:57:06
KONGA_3576858_196,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice ,3,Fashion,2023-11-22 08:10:46
KONGA_3576858_197,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2024-06-25 04:23:12
KONGA_3576858_198,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok ,4,Fashion,2024-06-25 04:23:26
KONGA_3576858_199,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok ,4,Fashion,2023-07-23 16:58:09
KONGA_3576858_200,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Excellent ,5,Fashion,2022-11-24 22:29:28
KONGA_3576858_201,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok ,3,Fashion,2023-07-23 16:57:35
KONGA_3576858_202,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,The delivery guy did a great job ,5,Fashion,2022-11-24 22:29:14
KONGA_3576858_203,Konga,1473365,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice ,5,Fashion,2023-11-22 08:09:26
KONGA_3576858_204,Konga,1494701,Asheer,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice and quality product,5,Fashion,2017-10-22 08:51:24
KONGA_3576858_205,Konga,1560465,Oyeyemi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,BETTER THAN THE PREVIOUS ONES,4,Fashion,2022-12-13 22:10:45
KONGA_3576858_206,Konga,1562801,kestarfiles,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Like it,5,Fashion,2022-04-26 21:20:42
KONGA_3576858_207,Konga,1579075,Anthony,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Late Delivery,3,Fashion,2017-10-19 07:41:37
KONGA_3576858_208,Konga,1581098,Nofisat,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,4,Fashion,2017-10-20 05:27:46
KONGA_3576858_209,Konga,1592653,Oma,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,great,5,Fashion,2025-01-03 12:30:00
KONGA_3576858_210,Konga,1594881,Oluseye,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great courier bag,4,Fashion,2022-08-04 22:06:27
KONGA_3576858_211,Konga,1605700,Mohammed,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Meets description ,5,Fashion,2023-02-20 10:06:02
KONGA_3576858_212,Konga,1611695,Arthur,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,perfect,5,Fashion,2024-10-24 14:10:26
KONGA_3576858_213,Konga,1631696,Ernest,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2025-12-07 06:15:10
KONGA_3576858_214,Konga,1632772,ozuluonye,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,It’s cool,4,Fashion,2023-03-20 15:11:00
KONGA_3576858_215,Konga,1647274,David,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good product,5,Fashion,2017-10-04 03:04:18
KONGA_3576858_216,Konga,1659052,Glory,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Cool,5,Fashion,2022-07-16 19:30:31
KONGA_3576858_217,Konga,1768577,Emmanuel ,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2022-08-04 18:30:52
KONGA_3576858_218,Konga,1786889,Precious,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,5,Fashion,2017-10-12 08:55:09
KONGA_3576858_219,Konga,1787881,Oladeni,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,It's good ,4,Fashion,2024-04-26 03:59:49
KONGA_3576858_220,Konga,1795931,Daniel,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,It's cool,4,Fashion,2017-10-16 10:48:55
KONGA_3576858_221,Konga,1840818,Christian,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good quality,5,Fashion,2022-07-24 18:44:59
KONGA_3576858_222,Konga,1892003,Olawale,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,happy ,5,Fashion,2023-04-19 20:57:21
KONGA_3576858_223,Konga,1892003,Olawale,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,happy ,5,Fashion,2023-04-19 20:59:29
KONGA_3576858_224,Konga,1892003,Olawale,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,happy ,5,Fashion,2023-04-19 20:57:02
KONGA_3576858_225,Konga,1892003,Olawale,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,happy ,5,Fashion,2023-04-19 20:57:41
KONGA_3576858_226,Konga,1892003,Olawale,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,happy ,5,Fashion,2023-04-19 20:58:34
KONGA_3576858_227,Konga,1928040,Christian,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,I love this courier bag...durable,5,Fashion,2022-04-26 12:41:41
KONGA_3576858_228,Konga,1928040,Christian,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great courier bag,5,Fashion,2022-04-26 12:29:42
KONGA_3576858_229,Konga,1928040,Christian,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good product,5,Fashion,2022-11-16 19:21:23
KONGA_3576858_230,Konga,1928040,Christian,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,This Product is Awesome,5,Fashion,2017-09-12 06:12:44
KONGA_3576858_231,Konga,1933310,Abimbola,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,5,Fashion,2017-10-16 08:43:24
KONGA_3576858_232,Konga,1947297,Evelyn,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice,4,Fashion,2022-09-15 10:57:51
KONGA_3576858_233,Konga,1954046,Andrew,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,4,Fashion,2022-11-02 19:25:22
KONGA_3576858_234,Konga,1968620,olabisi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice,5,Fashion,2022-07-27 08:45:39
KONGA_3576858_235,Konga,2068376,Sunday,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,The product correspond to the published.,5,Fashion,2023-05-11 07:58:51
KONGA_3576858_236,Konga,2088916,Simon,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,It's nice.,4,Fashion,2022-06-09 16:37:18
KONGA_3576858_237,Konga,2088916,Simon,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-10-31 09:48:12
KONGA_3576858_238,Konga,2091119,Collins,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2022-07-28 12:02:48
KONGA_3576858_239,Konga,2169757,Harry,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-09-05 19:29:39
KONGA_3576858_240,Konga,2169757,Harry,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Awesome,5,Fashion,2021-05-07 18:34:43
KONGA_3576858_241,Konga,2169757,Harry,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good packaging material ,5,Fashion,2022-08-30 03:20:17
KONGA_3576858_242,Konga,2188290,Ibeneme,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2023-12-19 11:36:37
KONGA_3576858_243,Konga,2188290,Ibeneme,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-12-12 11:59:52
KONGA_3576858_244,Konga,2207494,Deborah,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Impressed ,5,Fashion,2025-10-30 18:58:18
KONGA_3576858_245,Konga,2209414,Nkechi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great,5,Fashion,2022-08-16 21:49:23
KONGA_3576858_246,Konga,2211094,ebuka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2026-03-26 21:24:13
KONGA_3576858_247,Konga,2211094,ebuka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,4,Fashion,2023-07-04 09:55:50
KONGA_3576858_248,Konga,2213675,OKOLIE,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,5,Fashion,2023-03-09 00:14:49
KONGA_3576858_249,Konga,2213675,OKOLIE,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,5,Fashion,2023-03-09 00:15:04
KONGA_3576858_250,Konga,2213675,OKOLIE,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,5,Fashion,2023-03-09 00:15:19
KONGA_3576858_251,Konga,2213675,OKOLIE,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,5,Fashion,2023-03-09 00:15:46
KONGA_3576858_252,Konga,2213675,OKOLIE,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,5,Fashion,2023-03-09 00:15:31
KONGA_3576858_253,Konga,2225758,Nickarta,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,"Nice, but please let it be available for us everytime we want to order.",4,Fashion,2023-04-22 19:34:23
KONGA_3576858_254,Konga,2265251,Bayo,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,That's cool,5,Fashion,2021-10-13 17:28:32
KONGA_3576858_255,Konga,2273373,kingsley,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,COOL,4,Fashion,2022-10-31 16:31:18
KONGA_3576858_256,Konga,2273373,kingsley,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2023-10-23 10:20:36
KONGA_3576858_257,Konga,2273373,kingsley,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,COOL,4,Fashion,2022-10-31 16:30:59
KONGA_3576858_258,Konga,2273373,kingsley,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,COOL,4,Fashion,2022-10-31 16:31:53
KONGA_3576858_259,Konga,2273373,kingsley,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2023-10-23 10:21:05
KONGA_3576858_260,Konga,2273373,kingsley,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,COOL,4,Fashion,2022-10-31 16:32:06
KONGA_3576858_261,Konga,2273373,kingsley,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,COOL,4,Fashion,2022-10-31 16:30:37
KONGA_3576858_262,Konga,2273373,kingsley,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2023-10-23 10:21:22
KONGA_3576858_263,Konga,2327852,Obianuju,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-06-06 11:53:20
KONGA_3576858_264,Konga,2334560,BOLA,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,thanks for the delivery,5,Fashion,2022-08-09 09:01:04
KONGA_3576858_265,Konga,2334560,BOLA,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,thanks for the delivery,5,Fashion,2022-08-09 09:00:29
KONGA_3576858_266,Konga,2334560,BOLA,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,thanks for the delivery,5,Fashion,2022-08-09 09:01:21
KONGA_3576858_267,Konga,2344555,Davison,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,3,Fashion,2022-05-12 22:49:32
KONGA_3576858_268,Konga,2344555,Davison,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2022-05-12 22:49:14
KONGA_3576858_269,Konga,2354868,Kc,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Exactly what I ordered,5,Fashion,2023-06-14 09:16:14
KONGA_3576858_270,Konga,2361627,Jennifer,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,It’s good ,5,Fashion,2023-03-19 00:13:34
KONGA_3576858_271,Konga,2409593,HILARY,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good product and arrived timely. ,5,Fashion,2026-02-04 17:12:11
KONGA_3576858_272,Konga,2415106,uko,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,glad,5,Fashion,2022-11-13 12:53:14
KONGA_3576858_273,Konga,2448350,ADEGBITE,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,3,Fashion,2023-03-01 18:21:09
KONGA_3576858_274,Konga,2451423,Atin,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,4,Fashion,2022-05-06 09:09:35
KONGA_3576858_275,Konga,2470816,Prashant,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,3,Fashion,2023-04-26 12:58:20
KONGA_3576858_276,Konga,2479443,maryann,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice,4,Fashion,2022-08-18 19:38:52
KONGA_3576858_277,Konga,2479443,maryann,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,THANKS,4,Fashion,2023-04-06 11:07:38
KONGA_3576858_278,Konga,2479443,maryann,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2023-08-18 04:08:01
KONGA_3576858_279,Konga,2479443,maryann,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2023-01-26 20:48:14
KONGA_3576858_280,Konga,2479443,maryann,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,THANKS,5,Fashion,2023-04-15 20:05:10
KONGA_3576858_281,Konga,2479443,maryann,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,THANKS,4,Fashion,2023-04-15 20:01:43
KONGA_3576858_282,Konga,2479443,maryann,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2022-09-08 16:55:12
KONGA_3576858_283,Konga,2507794,Nchedo,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-08-05 22:01:00
KONGA_3576858_284,Konga,2510605,Moyosore,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-07-17 10:07:17
KONGA_3576858_285,Konga,2532626,Nnamdi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-11-13 03:14:42
KONGA_3576858_286,Konga,2532626,Nnamdi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2023-01-30 13:24:15
KONGA_3576858_287,Konga,2636449,Sharon,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,happy,4,Fashion,2022-08-15 06:32:12
KONGA_3576858_288,Konga,2649638,akinolaakinpelu,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice ,5,Fashion,2026-01-16 06:10:54
KONGA_3576858_289,Konga,2655846,ASUQUA,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Faka Product. Product didnt work.,5,Fashion,2021-06-20 11:55:44
KONGA_3576858_290,Konga,2655846,ASUQUA,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-08-15 14:51:48
